,name,company,year,kms_driven,fuel_type,Price
0,Ford Figo Diesel,Ford,2011,180000,Diesel,999000
1,Ford Figo Diesel,Ford,2011,84000,Diesel,999000
2,Ford Figo Petrol,Ford,2012,85000,Petrol,990000
3,Ford Figo Petrol,Ford,2011,25000,Petrol,990000
4,Ford Figo Petrol,Ford,2010,90000,Petrol,990000
5,Ford Figo Petrol,Ford,2010,30000,Petrol,990000
6,Ford Figo Petrol,Ford,2011,15000,Petrol,990000
7,Ford Figo Petrol,Ford,2012,25000,Petrol,980000
8,Ford Figo Petrol,Ford,2010,50000,Petrol,980000
9,Ford Figo Petrol,Ford,2010,120000,Petrol,980000
10,Ford Figo Petrol,Ford,2011,80000,Petrol,980000
11,Ford Figo Petrol,Ford,2010,80000,Petrol,978999
12,Ford Figo Petrol,Ford,2010,48000,Petrol,977000
13,Ford Figo Titanium,Ford,2019,3177,Petrol,975000
14,Ford Figo Titanium,Ford,2013,158000,Diesel,975000
15,Ford Figo Titanium,Ford,2010,86017,Diesel,975000
16,Ford Freestyle Titanium,Ford,2018,2860,Diesel,975000
17,Ford Freestyle Titanium,Ford,2019,17000,Diesel,975000
18,Ford Freestyle Titanium,Ford,2020,5000,Petrol,975000
19,Ford Freestyle Titanium,Ford,2018,19100,Petrol,975000
20,Ford Freestyle Titanium,Ford,2019,10000,Petrol,975000
21,Ford Freestyle Titanium,Ford,2018,19100,Petrol,975000
22,Ford Freestyle Titanium,Ford,2018,25000,Petrol,975000
23,Ford Freestyle Titanium,Ford,2018,35278,Diesel,975000
24,Ford Freestyle Titanium,Ford,2018,24000,Diesel,975000
25,Ford Freestyle Titanium,Ford,2018,24000,Diesel,975000
26,Ford Freestyle Titanium,Ford,2019,6000,Petrol,975000
27,Ford Freestyle Trend,Ford,2018,20706,Diesel,975000
28,Ford Freestyle Trend,Ford,2018,60000,Diesel,974000
29,Ford Freestyle Trend,Ford,2019,10000,Petrol,969999
30,Ford Fusion 1.4,Ford,2009,100000,Diesel,969999
31,Ford Fusion 1.4,Ford,2009,110000,Diesel,969999
32,Ford Fusion Plus,Ford,2008,110000,Diesel,965000
33,Ford Ikon 1.3,Ford,2003,83000,Petrol,960000
34,Ford Ikon 1.3,Ford,2005,15858,Petrol,960000
35,Ford Ikon 1.3,Ford,2005,90000,Petrol,960000
36,Ford Ikon 1.4,Ford,2009,140000,Diesel,960000
37,Ford Ikon 1.4,Ford,2009,115000,Diesel,960000
38,Ford Ikon 1.6,Ford,2003,40000,Petrol,957000
39,Ford Ikon 1.6,Ford,2009,70000,Petrol,957000
40,Ford Ikon 1.6,Ford,2004,25000,Petrol,955000
41,Ford Ikon 1.6,Ford,2003,80000,Petrol,950000
42,Honda Accord 2.4,Honda,2013,50000,Petrol,950000
43,Honda Accord 2.4,Honda,2009,100000,Petrol,950000
44,Honda Accord 2.4,Honda,2012,144030,Petrol,950000
45,Honda Accord 2.4,Honda,2010,74000,Petrol,950000
46,Honda Accord V6,Honda,2004,100000,Petrol,950000
47,Honda Accord V6,Honda,2005,80000,Petrol,950000
48,Honda Accord VTi-L,Honda,2006,60000,Petrol,950000
49,Honda Amaze Anniversary,Honda,2015,82000,Diesel,950000
50,Honda Amaze E,Honda,2014,27233,Diesel,950000
51,Honda Amaze E,Honda,2014,27233,Diesel,950000
52,Honda Amaze E,Honda,2014,27233,Diesel,950000
53,Honda Amaze E,Honda,2017,70000,Diesel,950000
54,Honda Amaze E,Honda,2017,60000,Diesel,950000
55,Honda Amaze E,Honda,2016,70000,Diesel,950000
56,Honda Amaze E,Honda,2014,76000,Diesel,950000
57,Honda Amaze E,Honda,2017,57000,Petrol,950000
58,Honda Amaze E,Honda,2017,120000,Diesel,950000
59,Honda Amaze EX,Honda,2013,120000,Petrol,950000
60,Honda Amaze i-VTEC,Honda,2017,80000,Petrol,950000
61,Honda Amaze i-VTEC,Honda,2017,15780,Petrol,950000
62,Honda Amaze i-VTEC,Honda,2018,40000,Petrol,950000
63,Honda Amaze S,Honda,2015,45000,Petrol,950000
64,Honda Amaze S,Honda,2015,45000,Petrol,950000
65,Honda Amaze S,Honda,2019,40000,Diesel,950000
66,Honda Amaze S,Honda,2019,40000,Diesel,950000
67,Honda Amaze S,Honda,2018,15000,Petrol,950000
68,Honda Amaze S,Honda,2019,15000,Petrol,950000
69,Honda Amaze S,Honda,2015,49800,Diesel,950000
70,Honda Amaze S,Honda,2013,65285,Diesel,950000
71,Honda Amaze S,Honda,2013,60000,Diesel,950000
72,Honda Amaze S,Honda,2018,43000,Diesel,950000
73,Honda Amaze S,Honda,2016,80000,Diesel,950000
74,Honda Amaze S,Honda,2017,24500,Diesel,950000
75,Honda Amaze S,Honda,2017,70000,Diesel,950000
76,Honda Amaze S,Honda,2013,90000,Diesel,950000
77,Honda Amaze S,Honda,2014,100000,Diesel,950000
78,Honda Amaze S,Honda,2013,100000,Diesel,950000
79,Honda Amaze S,Honda,2015,25000,Diesel,950000
80,Honda Amaze S,Honda,2015,90000,Diesel,950000
81,Honda Amaze S,Honda,2015,97000,Diesel,950000
82,Honda Amaze S,Honda,2013,70000,Diesel,950000
83,Honda Amaze S,Honda,2015,120000,Diesel,950000
84,Honda Amaze S,Honda,2013,100000,Diesel,950000
85,Honda Amaze S,Honda,2015,50000,Diesel,950000
86,Honda Amaze S,Honda,2014,48000,Diesel,950000
87,Honda Amaze S,Honda,2019,1303,Petrol,950000
88,Honda Amaze S,Honda,2019,1303,Petrol,950000
89,Honda Amaze S,Honda,2019,1303,Petrol,950000
90,Honda Amaze S,Honda,2019,1303,Petrol,950000
91,Honda Amaze S,Honda,2019,1303,Petrol,950000
92,Honda Amaze S,Honda,2018,15000,Petrol,950000
93,Honda Amaze S,Honda,2015,50000,Petrol,950000
94,Honda Amaze S,Honda,2018,50000,Diesel,950000
95,Honda Amaze S,Honda,2019,5000,Petrol,950000
96,Honda Amaze S,Honda,2019,6000,Petrol,950000
97,Honda Amaze SX,Honda,2017,50000,Diesel,950000
98,Honda Amaze SX,Honda,2016,35000,Diesel,950000
99,Honda Amaze V,Honda,2019,7032,Petrol,950000
100,Honda Amaze V,Honda,2019,7032,Petrol,950000
101,Honda Amaze V,Honda,2019,7032,Petrol,950000
102,Honda Amaze V,Honda,2019,7032,Petrol,950000
103,Honda Amaze V,Honda,2019,7032,Petrol,950000
104,Honda Amaze V,Honda,2019,7032,Petrol,950000
105,Honda Amaze V,Honda,2019,7032,Petrol,950000
106,Honda Amaze V,Honda,2019,7032,Petrol,949000
107,Honda Amaze V,Honda,2019,7032,Petrol,946000
108,Honda Amaze V,Honda,2019,7032,Petrol,944999
109,Honda Amaze V,Honda,2019,7032,Petrol,940000
110,Honda Amaze V,Honda,2019,7032,Petrol,940000
111,Honda Amaze V,Honda,2019,7032,Petrol,940000
112,Honda Amaze V,Honda,2019,7032,Petrol,934000
113,Honda Amaze V,Honda,2019,7032,Petrol,930000
114,Honda Amaze V,Honda,2019,7032,Petrol,930000
115,Honda Amaze V,Honda,2019,7032,Petrol,925000
116,Honda Amaze V,Honda,2019,7032,Petrol,925000
117,Honda Amaze V,Honda,2019,7032,Petrol,925000
118,Honda Amaze V,Honda,2019,7032,Petrol,925000
119,Honda Amaze V,Honda,2019,7032,Petrol,925000
120,Honda Amaze V,Honda,2019,7032,Petrol,925000
121,Honda Amaze V,Honda,2019,7032,Petrol,925000
122,Honda Amaze V,Honda,2019,7032,Petrol,925000
123,Honda Amaze V,Honda,2019,7032,Petrol,925000
124,Honda Amaze V,Honda,2019,7032,Petrol,925000
125,Honda Amaze V,Honda,2019,7032,Petrol,925000
126,Honda Amaze V,Honda,2019,7032,Petrol,925000
127,Honda Amaze V,Honda,2019,7032,Petrol,925000
128,Honda Amaze V,Honda,2019,7032,Petrol,925000
129,Honda Amaze V,Honda,2019,7032,Petrol,925000
130,Honda Amaze V,Honda,2019,4500,Petrol,925000
131,Honda Amaze V,Honda,2019,4500,Petrol,925000
132,Honda Amaze V,Honda,2018,20000,Petrol,925000
133,Honda Amaze VX,Honda,2019,10000,Diesel,925000
134,Honda Amaze VX,Honda,2018,93000,Diesel,919999
135,Honda Amaze VX,Honda,2013,116104,Diesel,919999
136,Honda Amaze VX,Honda,2016,85000,Diesel,919999
137,Honda Amaze VX,Honda,2018,40000,Diesel,919999
138,Honda Amaze VX,Honda,2013,50000,Diesel,911999
139,Honda Amaze VX,Honda,2014,110000,Diesel,911000
140,Honda Amaze VX,Honda,2013,50000,Diesel,910000
141,Honda Amaze VX,Honda,2013,140000,Diesel,910000
142,Honda Amaze VX,Honda,2015,75000,Diesel,910000
143,Honda Amaze VX,Honda,2013,40000,Diesel,910000
144,Honda Amaze VX,Honda,2018,40000,Diesel,910000
145,Honda Amaze VX,Honda,2013,100000,Diesel,910000
146,Honda Amaze VX,Honda,2013,100000,Diesel,910000
147,Honda Amaze VX,Honda,2015,50000,Petrol,910000
148,Honda Amaze VX,Honda,2015,85000,Diesel,906000
149,Honda Amaze VX,Honda,2015,60000,Diesel,905000
150,Honda Amaze VX,Honda,2019,20000,Petrol,900000
151,Honda Brio 1.2,Honda,2017,50000,Petrol,900000
152,Honda Brio 1.2,Honda,2016,22000,Petrol,900000
153,Honda Brio 1.2,Honda,2017,30400,Petrol,900000
154,Honda Brio 1.2,Honda,2012,30000,Petrol,900000
155,Honda Brio 1.2,Honda,2012,40000,Petrol,900000
156,Honda Brio 1.2,Honda,2017,6750,Petrol,900000
157,Honda Brio 1.2,Honda,2014,52442,Petrol,900000
158,Honda Brio 1.2,Honda,2012,45000,Petrol,900000
159,Honda Brio 1.2,Honda,2016,60000,Petrol,900000
160,Honda Brio E,Honda,2012,110000,Petrol,900000
161,Honda Brio Exclusive,Honda,2014,33033,Petrol,900000
162,Honda Brio Exclusive,Honda,2014,33033,Petrol,900000
163,Honda Brio Exclusive,Honda,2014,33033,Petrol,900000
164,Honda Brio Exclusive,Honda,2013,80000,Petrol,900000
165,Honda Brio Exclusive,Honda,2014,33033,Petrol,900000
166,Honda Brio S,Honda,2014,60000,Petrol,900000
167,Honda Brio S,Honda,2012,60000,Petrol,900000
168,Honda Brio S,Honda,2016,68000,Petrol,900000
169,Honda Brio S,Honda,2016,2118,Petrol,900000
170,Honda Brio S,Honda,2014,40000,Petrol,900000
171,Honda Brio S,Honda,2012,60000,Petrol,900000
172,Honda Brio S,Honda,2013,80000,Petrol,900000
173,Honda Brio V,Honda,2012,50000,Petrol,900000
174,Honda Brio V,Honda,2012,26000,Petrol,900000
175,Honda Brio V,Honda,2012,97000,Petrol,900000
176,Honda BR-V i-DTEC,Honda,2016,92000,Diesel,900000
177,Honda BRV i-DTEC,Honda,2016,72113,Diesel,900000
178,Honda BRV i-DTEC,Honda,2016,60000,Diesel,900000
179,Honda BRV i-DTEC,Honda,2019,50000,Diesel,900000
180,Honda BRV i-DTEC,Honda,2017,57900,Diesel,900000
181,Honda BR-V i-DTEC,Honda,2017,24000,Diesel,900000
182,Honda BR-V i-VTEC,Honda,2017,120000,Petrol,900000
183,Honda BR-V i-VTEC,Honda,2017,43000,Petrol,900000
184,Honda BR-V i-VTEC,Honda,2017,43000,Petrol,900000
185,Honda BRV i-VTEC,Honda,2017,15000,Petrol,900000
186,Honda BRV i-VTEC,Honda,2017,30000,Petrol,900000
187,Honda BRV i-VTEC,Honda,2017,15000,Petrol,900000
188,Honda BRV i-VTEC,Honda,2016,140000,Petrol,900000
189,Honda BR-V i-VTEC,Honda,2017,30646,Petrol,900000
190,Honda City 1.3,Honda,2004,62000,Petrol,900000
191,Honda City 1.3,Honda,2005,130000,Petrol,900000
192,Honda City 1.3,Honda,2004,120000,Petrol,900000
193,Honda City 1.5,Honda,2008,120000,Petrol,900000
194,Honda City 1.5,Honda,2009,35000,Petrol,900000
195,Honda City 1.5,Honda,2011,50000,Petrol,900000
196,Honda City 1.5,Honda,2005,120000,Petrol,900000
197,Honda City 1.5,Honda,2002,161000,Petrol,900000
198,Honda City 1.5,Honda,2005,120000,Petrol,900000
199,Honda City 1.5,Honda,2004,110000,Petrol,900000
200,Honda City 1.5,Honda,2004,110000,Petrol,900000
201,Honda City 1.5,Honda,2010,120000,Petrol,900000
202,Honda City 1.5,Honda,2009,47000,Petrol,900000
203,Honda City 1.5,Honda,2009,68600,Petrol,900000
204,Honda City 1.5,Honda,2009,110000,Petrol,900000
205,Honda City 1.5,Honda,2011,105000,Petrol,900000
206,Honda City 1.5,Honda,2011,80000,Petrol,900000
207,Honda City 1.5,Honda,2010,98000,Petrol,900000
208,Honda City 1.5,Honda,2017,49523,Petrol,900000
209,Honda City 1.5,Honda,2010,60000,Petrol,900000
210,Honda City 1.5,Honda,2010,25000,Petrol,900000
211,Honda City 1.5,Honda,2011,90000,Petrol,900000
212,Honda City 1.5,Honda,2010,110000,Petrol,899000
213,Honda City 1.5,Honda,2009,54290,Petrol,899000
214,Honda City 1.5,Honda,2011,93500,Petrol,894999
215,Honda City 1.5,Honda,2010,100000,Petrol,894999
216,Honda City 1.5,Honda,2011,35000,Petrol,894999
217,Honda City 1.5,Honda,2010,85000,Petrol,892000
218,Honda City 1.5,Honda,2013,55000,Petrol,891000
219,Honda City 1.5,Honda,2010,91000,Petrol,890000
220,Honda City 1.5,Honda,2016,21446,Petrol,890000
221,Honda City 2017-2020,Honda,2006,140000,Petrol,890000
222,Honda City 2017-2020,Honda,2008,110000,Petrol,890000
223,Honda City 2017-2020,Honda,2008,110000,Petrol,890000
224,Honda City 2017-2020,Honda,2007,120000,Petrol,890000
225,Honda City 2017-2020,Honda,2007,110000,Petrol,890000
226,Honda City 2017-2020,Honda,2007,70000,Petrol,890000
227,Honda City 2017-2020,Honda,2006,140000,Petrol,890000
228,Honda City 2017-2020,Honda,2008,70000,Petrol,890000
229,Honda City 2017-2020,Honda,2006,110000,Petrol,890000
230,Honda City 2017-2020,Honda,2006,80000,Petrol,889000
231,Honda City 2017-2020,Honda,2008,120000,Petrol,889000
232,Honda City 2017-2020,Honda,2006,70000,Petrol,889000
233,Honda City 2017-2020,Honda,2008,110000,Petrol,885000
234,Honda City 2017-2020,Honda,2007,140000,Petrol,885000
235,Honda City 2017-2020,Honda,2006,100000,Petrol,885000
236,Honda City 2017-2020,Honda,2006,100000,Petrol,885000
237,Honda City 2017-2020,Honda,2006,120000,Petrol,880000
238,Honda City 2017-2020,Honda,2007,120000,Petrol,880000
239,Honda City 2017-2020,Honda,2006,178500,Petrol,880000
240,Honda City 2017-2020,Honda,2008,120000,Petrol,880000
241,Honda City 2017-2020,Honda,2008,100000,Petrol,880000
242,Honda City 2017-2020,Honda,2007,120000,Petrol,880000
243,Honda City 2017-2020,Honda,2008,110000,Petrol,880000
244,Honda City 2017-2020,Honda,2007,60000,Petrol,880000
245,Honda City 2017-2020,Honda,2008,75000,Petrol,880000
246,Honda City 2017-2020,Honda,2008,90000,Petrol,875000
247,Honda City 2017-2020,Honda,2006,120000,Petrol,875000
248,Honda City 2017-2020,Honda,2006,80000,Petrol,875000
249,Honda City 2017-2020,Honda,2006,70000,Petrol,875000
250,Honda City Corporate,Honda,2012,100000,Petrol,875000
251,Honda City Corporate,Honda,2012,100000,Petrol,875000
252,Honda City Corporate,Honda,2013,80000,Petrol,875000
253,Honda City E,Honda,2012,40000,Petrol,875000
254,Honda City i,Honda,2015,80000,Diesel,875000
255,Honda City i,Honda,2015,100000,Diesel,875000
256,Honda City i,Honda,2016,80000,Diesel,875000
257,Honda City i,Honda,2015,54700,Diesel,875000
258,Honda City i,Honda,2014,110000,Diesel,875000
259,Honda City i,Honda,2015,120000,Diesel,875000
260,Honda City i,Honda,2015,70000,Diesel,869999
261,Honda City i,Honda,2016,60000,Diesel,869999
262,Honda City i,Honda,2014,97000,Diesel,869999
263,Honda City i,Honda,2014,90000,Diesel,869999
264,Honda City i,Honda,2014,90000,Diesel,869999
265,Honda City i,Honda,2016,110000,Diesel,869999
266,Honda City i,Honda,2014,110000,Diesel,869999
267,Honda City i,Honda,2015,30000,Diesel,866000
268,Honda City i,Honda,2016,50856,Diesel,861999
269,Honda City i,Honda,2017,47000,Diesel,861000
270,Honda City i,Honda,2015,50000,Diesel,860000
271,Honda City i,Honda,2014,72000,Diesel,860000
272,Honda City i,Honda,2014,72000,Diesel,860000
273,Honda City i,Honda,2015,80000,Diesel,860000
274,Honda City i,Honda,2014,70000,Diesel,860000
275,Honda City i,Honda,2014,100000,Diesel,860000
276,Honda City i,Honda,2015,128000,Diesel,860000
277,Honda City i,Honda,2014,120000,Diesel,860000
278,Honda City i,Honda,2015,135000,Diesel,860000
279,Honda City i,Honda,2015,70000,Diesel,860000
280,Honda City i,Honda,2014,200000,Diesel,860000
281,Honda City i,Honda,2014,56000,Diesel,860000
282,Honda City i,Honda,2015,60000,Diesel,860000
283,Honda City i,Honda,2015,90000,Diesel,851000
284,Honda City i,Honda,2014,160000,Diesel,850000
285,Honda City i,Honda,2015,140000,Diesel,850000
286,Honda City i,Honda,2014,140000,Diesel,850000
287,Honda City i,Honda,2015,173000,Diesel,850000
288,Honda City i,Honda,2016,86000,Diesel,850000
289,Honda City i,Honda,2014,80000,Diesel,850000
290,Honda City i,Honda,2016,50000,Diesel,850000
291,Honda City i,Honda,2014,167000,Diesel,850000
292,Honda City i,Honda,2015,160000,Diesel,850000
293,Honda City i,Honda,2016,50000,Petrol,850000
294,Honda City i,Honda,2014,79011,Petrol,850000
295,Honda City i,Honda,2017,26000,Petrol,850000
296,Honda City i,Honda,2015,30000,Petrol,850000
297,Honda City i,Honda,2014,60000,Petrol,850000
298,Honda City i,Honda,2015,50000,Petrol,850000
299,Honda City i,Honda,2015,58161,Petrol,850000
300,Honda City i,Honda,2016,55161,Petrol,850000
301,Honda City i,Honda,2015,9599,Petrol,850000
302,Honda City i,Honda,2017,11688,Petrol,850000
303,Honda City i,Honda,2015,30000,Petrol,850000
304,Honda City i,Honda,2016,53201,Petrol,850000
305,Honda City i,Honda,2017,28000,Petrol,850000
306,Honda City i,Honda,2015,117500,Petrol,850000
307,Honda City i,Honda,2017,28000,Petrol,850000
308,Honda City i,Honda,2017,28000,Petrol,850000
309,Honda City i,Honda,2015,120000,Petrol,850000
310,Honda City i,Honda,2017,35000,Petrol,850000
311,Honda City i,Honda,2015,80000,Petrol,850000
312,Honda City i,Honda,2016,55000,Petrol,850000
313,Honda City i,Honda,2015,28161,Petrol,850000
314,Honda City i,Honda,2018,28900,Petrol,850000
315,Honda City i,Honda,2014,120000,Petrol,850000
316,Honda City i,Honda,2015,22000,Petrol,850000
317,Honda City i,Honda,2014,56000,Petrol,850000
318,Honda City i,Honda,2016,65000,Petrol,850000
319,Honda City i,Honda,2014,56000,Petrol,850000
320,Honda City i,Honda,2015,40000,Petrol,850000
321,Honda City i,Honda,2017,18300,Petrol,850000
322,Honda City i,Honda,2018,28900,Petrol,850000
323,Honda City i,Honda,2015,50000,Petrol,850000
324,Honda City i,Honda,2015,39000,Petrol,850000
325,Honda City i,Honda,2016,16151,Petrol,850000
326,Honda City i,Honda,2016,22000,Petrol,850000
327,Honda City i,Honda,2016,22000,Petrol,850000
328,Honda City i-DTEC,Honda,2019,40000,Diesel,850000
329,Honda City i-DTEC,Honda,2017,30000,Diesel,850000
330,Honda City i-DTEC,Honda,2017,33000,Diesel,850000
331,Honda City i-DTEC,Honda,2017,82000,Diesel,850000
332,Honda City i-DTEC,Honda,2018,60000,Diesel,850000
333,Honda City i-DTEC,Honda,2017,103000,Diesel,850000
334,Honda City i-DTEC,Honda,2019,10500,Diesel,850000
335,Honda City i-DTEC,Honda,2017,50000,Diesel,850000
336,Honda City i-DTEC,Honda,2017,69000,Diesel,850000
337,Honda City i-VTEC,Honda,2018,1000,Petrol,850000
338,Honda City i-VTEC,Honda,2017,41000,Petrol,850000
339,Honda City i-VTEC,Honda,2017,6825,Petrol,850000
340,Honda City i-VTEC,Honda,2019,5000,Petrol,850000
341,Honda City i-VTEC,Honda,2019,5000,Petrol,850000
342,Honda City i-VTEC,Honda,2017,20000,Petrol,850000
343,Honda City i-VTEC,Honda,2017,68140,Petrol,850000
344,Honda City i-VTEC,Honda,2010,58544,Petrol,850000
345,Honda City i-VTEC,Honda,2018,10200,Petrol,850000
346,Honda City i-VTEC,Honda,2011,40000,Petrol,850000
347,Honda City i-VTEC,Honda,2017,35000,Petrol,850000
348,Honda City i-VTEC,Honda,2017,40000,Petrol,850000
349,Honda City i-VTEC,Honda,2018,5500,Petrol,850000
350,Honda City i-VTEC,Honda,2018,5500,Petrol,850000
351,Honda City S,Honda,2011,110000,Petrol,850000
352,Honda City S,Honda,2012,49185,Petrol,850000
353,Honda City S,Honda,2011,110000,Petrol,849000
354,Honda City V,Honda,2017,18000,Petrol,844999
355,Honda City V,Honda,2010,110000,Petrol,844999
356,Honda City V,Honda,2017,18000,Petrol,840000
357,Honda City V,Honda,2013,86300,Petrol,840000
358,Honda City V,Honda,2013,42462,Petrol,840000
359,Honda City V,Honda,2012,83000,Petrol,840000
360,Honda City V,Honda,2013,32000,Petrol,840000
361,Honda City V,Honda,2010,79000,Petrol,839000
362,Honda City V,Honda,2013,42462,Petrol,835000
363,Honda City V,Honda,2012,120000,Petrol,835000
364,Honda City V,Honda,2009,120000,Petrol,834000
365,Honda City V,Honda,2012,80000,Petrol,834000
366,Honda City VX,Honda,2019,20000,Petrol,833000
367,Honda City ZXi,Honda,2005,100000,Petrol,830000
368,Honda Civic 1.8,Honda,2006,80000,Petrol,830000
369,Honda Civic 1.8,Honda,2007,218463,Petrol,830000
370,Honda Civic 1.8,Honda,2007,90000,Petrol,830000
371,Honda Civic 1.8,Honda,2006,70000,Petrol,830000
372,Honda Civic 1.8,Honda,2007,90000,Petrol,830000
373,Honda Civic 1.8,Honda,2009,105000,Petrol,830000
374,Honda Civic 1.8,Honda,2009,40000,Petrol,830000
375,Honda Civic 1.8,Honda,2008,90000,Petrol,830000
376,Honda Civic 1.8,Honda,2009,70000,Petrol,830000
377,Honda Civic 1.8,Honda,2009,125000,Petrol,825000
378,Honda Civic 1.8,Honda,2008,100000,Petrol,825000
379,Honda Civic 1.8,Honda,2011,50000,Petrol,825000
380,Honda Civic Hybrid,Honda,2008,60000,Petrol,825000
381,Honda Civic ZX,Honda,2019,24857,Petrol,825000
382,Honda Civic ZX,Honda,2020,5500,Diesel,825000
383,Honda Civic ZX,Honda,2020,5500,Diesel,825000
384,Honda CR-V 2.0L,Honda,2006,200000,Petrol,825000
385,Honda CR-V 2.0L,Honda,2016,74000,Petrol,825000
386,Honda CR-V 2.4,Honda,2007,70000,Petrol,825000
387,Honda CR-V 2.4,Honda,2004,120000,Petrol,825000
388,Honda CR-V 2.4L,Honda,2005,85000,Petrol,825000
389,Honda CR-V 2.4L,Honda,2009,120000,Petrol,825000
390,Honda CR-V 2.4L,Honda,2012,50171,Petrol,825000
391,Honda CR-V 2.4L,Honda,2017,73000,Petrol,825000
392,Honda CR-V 2.4L,Honda,2017,58000,Petrol,825000
393,Honda CR-V 2.4L,Honda,2017,52000,Petrol,822000
394,Honda CR-V 2.4L,Honda,2017,52000,Petrol,819999
395,Honda CR-V 2.4L,Honda,2008,120000,Petrol,819999
396,Honda Jazz 1.2,Honda,2016,26000,Petrol,819999
397,Honda Jazz 1.2,Honda,2015,43000,Petrol,819999
398,Honda Jazz 1.2,Honda,2015,48228,Petrol,819999
399,Honda Jazz 1.2,Honda,2015,30000,Petrol,819999
400,Honda Jazz 1.2,Honda,2015,30000,Petrol,819999
401,Honda Jazz 1.2,Honda,2015,80000,Petrol,819999
402,Honda Jazz 1.2,Honda,2015,50000,Petrol,819999
403,Honda Jazz 1.2,Honda,2015,50000,Petrol,819999
404,Honda Jazz 1.2,Honda,2017,40000,Petrol,813000
405,Honda Jazz 1.2,Honda,2016,54000,Petrol,811000
406,Honda Jazz 1.2,Honda,2018,8576,Petrol,811000
407,Honda Jazz 1.2,Honda,2017,25000,Petrol,811000
408,Honda Jazz 1.2,Honda,2016,41000,Petrol,811000
409,Honda Jazz 1.2,Honda,2016,54000,Petrol,810000
410,Honda Jazz 1.2,Honda,2018,8576,Petrol,810000
411,Honda Jazz 1.2,Honda,2016,41000,Petrol,810000
412,Honda Jazz 1.2,Honda,2016,30000,Petrol,810000
413,Honda Jazz 1.2,Honda,2016,30000,Petrol,810000
414,Honda Jazz 1.2,Honda,2018,24265,Petrol,810000
415,Honda Jazz 1.2,Honda,2016,25000,Petrol,810000
416,Honda Jazz 1.2,Honda,2015,22700,Petrol,808000
417,Honda Jazz 1.2,Honda,2016,15000,Petrol,805000
418,Honda Jazz 1.5,Honda,2016,68000,Diesel,805000
419,Honda Jazz 1.5,Honda,2017,50000,Diesel,803999
420,Honda Jazz 1.5,Honda,2018,47725,Diesel,802999
421,Honda Jazz 1.5,Honda,2016,30000,Diesel,802999
422,Honda Jazz 1.5,Honda,2016,30000,Diesel,801000
423,Honda Jazz 1.5,Honda,2015,90000,Diesel,800000
424,Honda Jazz 1.5,Honda,2016,30000,Diesel,800000
425,Honda Jazz 1.5,Honda,2016,61915,Diesel,800000
426,Honda Jazz 1.5,Honda,2015,60000,Diesel,800000
427,Honda Jazz Basic,Honda,2011,42535,Petrol,800000
428,Honda Jazz Select,Honda,2011,80000,Petrol,800000
429,Honda Jazz V,Honda,2018,20000,Petrol,800000
430,Honda Jazz V,Honda,2017,6550,Petrol,800000
431,Honda Jazz V,Honda,2018,40000,Petrol,800000
432,Honda Jazz V,Honda,2017,6550,Petrol,800000
433,Honda Jazz V,Honda,2017,37151,Diesel,800000
434,Honda Jazz VX,Honda,2016,56494,Petrol,800000
435,Honda Jazz VX,Honda,2016,56494,Petrol,800000
436,Honda Jazz VX,Honda,2016,56494,Petrol,800000
437,Honda Jazz VX,Honda,2016,56494,Petrol,800000
438,Honda Jazz VX,Honda,2016,56494,Petrol,800000
439,Honda Jazz VX,Honda,2016,56494,Petrol,800000
440,Honda Jazz VX,Honda,2016,56494,Petrol,800000
441,Honda Jazz VX,Honda,2016,56494,Petrol,800000
442,Honda Jazz VX,Honda,2016,56494,Petrol,800000
443,Honda Jazz VX,Honda,2016,56494,Petrol,800000
444,Honda Jazz VX,Honda,2016,56494,Petrol,800000
445,Honda Jazz VX,Honda,2016,56494,Petrol,800000
446,Honda Jazz VX,Honda,2016,56494,Petrol,800000
447,Honda Jazz VX,Honda,2016,56494,Petrol,800000
448,Honda Jazz VX,Honda,2016,56494,Petrol,800000
449,Honda Jazz VX,Honda,2016,56494,Petrol,800000
450,Honda Jazz VX,Honda,2016,56494,Petrol,800000
451,Honda Jazz VX,Honda,2016,56494,Petrol,800000
452,Honda Jazz VX,Honda,2016,56494,Petrol,800000
453,Honda Jazz VX,Honda,2016,56494,Petrol,800000
454,Honda Jazz VX,Honda,2016,56494,Petrol,800000
455,Honda Jazz VX,Honda,2016,56494,Petrol,800000
456,Honda Jazz VX,Honda,2016,56494,Petrol,800000
457,Honda Jazz VX,Honda,2016,56494,Petrol,800000
458,Honda Jazz VX,Honda,2016,56494,Petrol,800000
459,Honda Jazz VX,Honda,2016,56494,Petrol,800000
460,Honda Jazz VX,Honda,2016,56494,Petrol,800000
461,Honda Jazz VX,Honda,2016,56494,Petrol,800000
462,Honda Jazz VX,Honda,2016,56494,Petrol,800000
463,Honda Jazz VX,Honda,2016,56494,Petrol,800000
464,Honda Jazz VX,Honda,2016,56494,Petrol,800000
465,Honda Jazz VX,Honda,2016,56494,Petrol,800000
466,Honda Jazz VX,Honda,2019,1500,Petrol,800000
467,Honda Jazz VX,Honda,2019,3100,Petrol,800000
468,Honda Jazz VX,Honda,2019,1500,Petrol,800000
469,Honda Jazz VX,Honda,2015,63000,Diesel,800000
470,Honda Mobilio RS,Honda,2015,120000,Diesel,800000
